之	139317
回	95872
是	77528
上	71776
我	68172
有	65070
中	63183
的	62594
地	62594
得	62594
了	53546
或	52367
人	51077
年	47886
下	47519
您	43816
試	43525
和	43156
他	43098
她	43097
所	42712
大	40666
而	39073
對	38732
你	38228
也	35850
時	35380
十	35379
不	35235
請	34374
區	34051
日	33898
於	33507
月	33112
者	32931
小	32860
頁	32833
要	32446
藥	32445
名	31155
本	31113
可	31100
三	30387
來	29705
等	29645
後	28377
這	28308
其	28098
騎	28098
旗	28097
奇	28095
期	28095
棋	28095
齊	28095
臍	28052
鰭	28052
到	27780
倒	27779
盜	27776
二	27575
但	27138
用	26036
元	25275
原	25275
員	25275
園	25274
圓	25274
緣	25274
第	25178
弟	25178
地	24876
事	22273
嗜	22273
士	22273
室	22273
市	22273
式	22273
氏	22273
陳	21977
業	21156
間	21057
能	19957
讓	19521
至	19114
此	18838
說	18471
四	18396
內	18232
站	18096
佔	18095
戰	18095
暫	17851
如	17771
店	17513
國	17287
多	17164
都	17022
法	16313
高	16180
學	16157
從	16067
版	16038
每	15966
美	15966
鎂	15966
最	15950
被	15869
加	15748
各	15748
家	15748
佳	15726
嘉	15726
組	15680
給	15631
個	15627
再	15507
在	15507
載	15506
華	15260
全	14966
型	14873
行	14873
刑	14873
形	14873
邢	14872
一	14499
張	14479
章	14479
依	14451
衣	14451
醫	14451
今	14371
金	14371
則	14168
姿	14152
資	14151
又	14018
台	13910
生	13901
經	13764
驚	13763
鬼	13754
精	13728
就	13718
救	13717
舊	13717
哪	13682
那	13682
總	13595
天	13383
五	13322
系	13215
屬	13140
恕	13140
署	13140
數	13140
暑	13140
束	13140
樹	13140
術	13140
豎	13140
鼠	13140
好	13137
卡	13088
苤	13045
機	13023
音	12925
因	12924
陰	12924
民	12847
子	12829
圖	12746
常	12741
嚐	12741
長	12741
腸	12740
無	12677
字	12655
自	12655
水	12529
該	12389
王	12310
亡	12310
黃	12216
去	12068
看	12009
明	11983
心	11950
新	11950
出	11940
薪	11901
書	11898
梳	11898
輸	11898
當	11874
更	11860
很	11854
八	11786
作	11552
嗎	11237
嘛	11236
信	11180
部	11131
把	10954
選	10944
若	10856
弱	10856
見	10820
件	10820
賤	10820
外	10664
處	10485
做	10264
分	10261
道	10216
友	10147
化	10108
畫	10108
話	10108
只	10001
指	10001
止	10001
紙	10001
六	9953
傳	9928
調	9788
條	9788
別	9777
鎮	9667
千	9570
牽	9563
簽	9563
答	9521
達	9520
倒	9500
導	9499
島	9499
吳	9475
郭	9356
棄	9224
器	9224
氣	9224
